Witchcraft XII: In the Lair of the Serpent (2002),California,2.2,,"One night in a dark nightclub, Jeff Lawton meets up with the beautiful and mysterious Tisa; Jeff is never seen alive again. Cindy Lawton, Jeff's sister seeks the help of family friend Will. As Will examines Jeff's death, he stumbles into a web of evil as old as time itself. He learns that Tisa is part of an evil coven of beautiful women that worship a long forgotten snake god, Malleus. The women of the cult must seduce men and lure them to their deaths to fulfill an ancient prophecy and unleash the ultimate evil upon the earth. Will is put in a life and death situation by going undercover, so that he alone may unlock the horrible secret before it is too late."
Witches' Brew (1980),California,4.3,,"Three women use witchcraft to help their professor husbands further their careers. When a higher position becomes available in the university, they turn on each other."
Witchouse 3: Demon Fire (2001),California,3.7,,"Annie, a timid young woman in an abusive relationship, flees to the safety of a beach house occupied by two old friends, Stevie and Rose. The girls hold a seance and unintentionally summon the evil witch, Lilith."
Witchtrap (1989),California,4.5,,Parapsychologists try to make an inn haunted by an evil witch's ghost safe for guests.
Witchy (2022),California,5.5,,A broken-hearted teenager learns an important lesson about fidelity and family from an immersive Halloween experience that may or may not be organized by an actual witch.
Within (2016),California,5.1,,A widower moves into a seemingly perfect new home with his daughter and new wife.
Without a Body (2017),California,3.3,,"After moving into a run-down farmhouse with his two daughters, a skeptical author seeks to uncover a sinister past that haunts the house and terrorizes his family."
Without Warning (1980),California,5.1,,"Sandy and Greg are teenagers who go camping, despite warnings not to, with their friends. They soon encounter aliens, who are using the area as a hunting ground."
Woe (2020),California,4,,A brother and sister stumble upon their father's secret one year after his death. They soon learn that this secret may not be his alone.
Wolf Mountain (2022),California,2.9,,"Aj begins having dreams of his parents' death. He decides to go back to the spot where they were killed, accompanied by his brother and his brother's family. But legend has it there is something mysterious roaming these woods."
Wolves at the Door (2016),California,4.5,,Four friends are murdered in their home for no reason by four members of the Manson Family.
Wonder Valley (2020),California,3.1,,Four young women watch their dreams become nightmares as a weekend getaway in the desert turns deadly.
Would You Rather (2012),California,5.7,,"Desperate to help her ailing brother, a young woman unknowingly agrees to compete in a deadly game of ""Would You Rather,"" hosted by a sadistic aristocrat."
WTF! (2017),California,3.8,,"Three years after twenty-two year old Rachel barely survived a brutal massacre that left all of her friends murdered, her close friends cordially invite her to join them to spend Spring Break in a secluded house in the woods."
X-Ray (1981),California,4.9,,"While receiving a routine check-up, a woman finds herself stranded on the hospital's eighth floor, while someone dressed as a doctor is intent on her never leaving, even if it means killing any staff member who comes into contact with her."
X: The Man with the X-Ray Eyes (1963),California,6.7,Multiple Locations,"A doctor uses special eye drops to give himself x-ray vision, but the new power has disastrous consequences."
You're Killing Me (2015),California,5.1,,"A gay mixture of ""Dexter"" and ""Gilmore Girls"" blending witty banter, pop culture, reference and good old-fashioned murder!"
"Young Blood, Fresh Meat (1995)",California,3.4,,"A coven of vampires operates out of a modeling/escort agency known as Blonde Heaven. Angie came from Oklahoma to find her way into the movie business, but is followed by her boyfriend Kyle. Head vamp Illyana takes a liking to Angie and convinces her to do escort work for the agency, but has other recruiting plans for her as well. While the vampires do their sleazy work around LA (and Angie gets in over her head), Kyle and a vampire hunter team up to try and stop the fiends."
Zero in and Scream (1971),California,4.1,,"A lonely man, tired of being rejected by women, gets ahold of a rifle and prowls the Hollywood hills, picking off rich couples."
Zombi VIII: Urban Decay (2021),California,1.6,,"All hell breaks loose in LA when a woman returns home with her missing Father, ""Patient Zero"" from an infection outbreak 40 years ago."
Zombie Apocalypse (2011),California,4,,"Months after a zombie plague has wiped out 90 percent of the American population, a small group of survivors fight their way cross-country to a rumored refuge on the island of Catalina."
Zombie Nation (2004),California,1.5,,A psychotic police officer who murders his female arrestees gets what's coming to him when a horde of zombified women rise from their graves to seek revenge.
Zombie Night (2013),California,3.5,,Zombies come out at night and two families must survive until morning.
Zombieland (2009),California,7.6,Multiple Locations,"A shy student trying to reach his family in Ohio, a gun-toting bruiser in search of the last Twinkie and a pair of sisters striving to get to an amusement park join forces in a trek across a zombie-filled America."
