"","title","state","rating","multiple_locations","description","year","word_count","year_bin","ai_info","gpt_41_primary_sub_genre","gpt_41_secondary_sub_genre","gpt_41_tertiary_sub_genre","gpt_41_protagonist_type","gpt_41_antagonist_type","gpt_41_protagonist_gender","gpt_41_antagonist_gender","gpt_41_protagonist_age","gpt_41_antagonist_age","gpt_41_setting_time","gpt_41_setting_location"
"638","Devil's Gate","North Dakota",5.1,FALSE,"Seeking a missing woman in North Dakota, an FBI agent and a sheriff focus on her religious zealot husband but discover something far more sinister.",2017,25,"x10_20","The movie is ""Devil's Gate"" filmed in 2017. This is the IMDb summary: Seeking a missing woman in North Dakota, an FBI agent and a sheriff focus on her religious zealot husband but discover something far more sinister.","sci-fi and aliens","devils, demons, and hell","madness","human","non-human entity","female","androgynous","30-50","unknown","present","rural"
"639","Killer Movie","North Dakota",4.4,FALSE,"A reality TV director copes with a spoiled celebutante and a show gone haywire when a masked killer starts bumping off the crew in this slasher-movie satire.",2008,28,"x00_10","The movie is ""Killer Movie"" filmed in 2008. This is the IMDb summary: A reality TV director copes with a spoiled celebutante and a show gone haywire when a masked killer starts bumping off the crew in this slasher-movie satire.","slasher","horror comedy","phobia","human","human","male","unknown","30-50","unknown","present","rural"
"640","Leprechaun","North Dakota",4.8,FALSE,"An evil, sadistic Leprechaun goes on a killing rampage in search of his beloved pot of gold.",1993,17,"x90_00","The movie is ""Leprechaun"" filmed in 1993. This is the IMDb summary: An evil, sadistic Leprechaun goes on a killing rampage in search of his beloved pot of gold.","classic and mythological","slasher","horror comedy","human","non-human entity","female","androgynous","18-30","unknown","present","rural"
"641","Leprechaun Returns","North Dakota",5,FALSE,"The Leprechaun returns once again, when a group of girls unwillingly awaken him after they tear down a cabin so that they can build a new sorority house.",2018,28,"x10_20","The movie is ""Leprechaun Returns"" filmed in 2018. This is the IMDb summary: The Leprechaun returns once again, when a group of girls unwillingly awaken him after they tear down a cabin so that they can build a new sorority house.","classic and mythological","slasher","horror comedy","human","non-human entity","female","androgynous","18-30","unknown","present","forest"
"642","Population 436","North Dakota",5.7,FALSE,"A census-taker (Sisto) is sent to investigate why a certain small town has had the same population -- 436 residents -- for the last 100 years.",2006,25,"x00_10","The movie is ""Population 436"" filmed in 2006. This is the IMDb summary: A census-taker (Sisto) is sent to investigate why a certain small town has had the same population -- 436 residents -- for the last 100 years.","folk horror","madness","phobia","human","human","male","male","30-50","30-50","present","small town"
"643","The Messengers","North Dakota",5.3,FALSE,"An ominous darkness invades a seemingly serene sunflower farm in North Dakota, and the Solomon family is torn apart by suspicion, mayhem and murder.",2007,24,"x00_10","The movie is ""The Messengers"" filmed in 2007. This is the IMDb summary: An ominous darkness invades a seemingly serene sunflower farm in North Dakota, and the Solomon family is torn apart by suspicion, mayhem and murder.","haunted house","ghost and spirits","phobia","human","non-human entity","female","androgynous","under 18","unknown","present","rural"
"644","Gehenna: Where Death Lives","Northern Mariana Islands",5,FALSE,"Gehenna, where developers are looking for a location on Saipan stumble into a subterranean bunker from WWII where am evil force lies in wait.",2016,24,"x10_20","The movie is ""Gehenna: Where Death Lives"" filmed in 2016. This is the IMDb summary: Gehenna, where developers are looking for a location on Saipan stumble into a subterranean bunker from WWII where am evil force lies in wait.","ghost and spirits","haunted house","classic and mythological","human","non-human entity","female","androgynous","30-50","unknown","present","rural"
"645","All-American Murder","Oklahoma",5.4,FALSE,"An antisocial college student gets transferred to a new college, where he meets the popular girl in school. When she's suddenly killed, he becomes the prime suspect. While he tries to clear his name, more victims fall to the brutal killer.",1991,41,"x90_00","The movie is ""All-American Murder"" filmed in 1991. This is the IMDb summary: An antisocial college student gets transferred to a new college, where he meets the popular girl in school. When she's suddenly killed, he becomes the prime suspect. While he tries to clear his name, more victims fall to the brutal killer.","slasher","madness","phobia","human","human","male","male","18-30","18-30","present","small town"
"646","American Terror Story","Oklahoma",2.8,FALSE,"The ghost of a young asian girl who committed suicide a century ago is awakened by a group of college students, who fall victim to their own suicides under her spell.",2019,31,"x10_20","The movie is ""American Terror Story"" filmed in 2019. This is the IMDb summary: The ghost of a young asian girl who committed suicide a century ago is awakened by a group of college students, who fall victim to their own suicides under her spell.","ghost and spirits","phobia","madness","human","non-human entity","unknown","female","18-30","under 18","present","house"
"647","Blood Cult","Oklahoma",3.4,FALSE,"Female students on a college campus are being killed and their body parts used for blood sacrifices.",1985,17,"x80_90","The movie is ""Blood Cult"" filmed in 1985. This is the IMDb summary: Female students on a college campus are being killed and their body parts used for blood sacrifices.","slasher","devils, demons, and hell","cannibal","human","human","male","unknown","30-50","30-50","present","small town"
"648","Blood Lake","Oklahoma",3.2,FALSE,"6 teenagers are partying one weekend. One couple disappears, only to be found brutally murdered. A blood thirsty killer is stalking them. One by one bodies begin to show up, as they become prey to the vengeance-seeking maniac.",1987,39,"x80_90","The movie is ""Blood Lake"" filmed in 1987. This is the IMDb summary: 6 teenagers are partying one weekend. One couple disappears, only to be found brutally murdered. A blood thirsty killer is stalking them. One by one bodies begin to show up, as they become prey to the vengeance-seeking maniac.","slasher","phobia","backwoods horror","human","human","female","male","18-30","30-50","present","rural"
"649","Bug","Oklahoma",6.1,FALSE,"An unhinged war veteran holes up with a lonely woman in a spooky Oklahoma motel room. The line between reality and delusion is blurred as they discover a bug infestation.",2006,30,"x00_10","The movie is ""Bug"" filmed in 2006. This is the IMDb summary: An unhinged war veteran holes up with a lonely woman in a spooky Oklahoma motel room. The line between reality and delusion is blurred as they discover a bug infestation.","madness","phobia","body horror","human","human","female","male","30-50","30-50","present","house"
"650","Children of the Corn: Runaway","Oklahoma",3.7,FALSE,"The plot of Children of the Corn: Runaway follows a young pregnant Ruth who escapes a murderous child cult in a small Midwestern town. She spends the next decade living anonymously in an attempt to spare her son the horrors that she experienced as a child. She lands in the small Oklahoma town, but something is following her. Now, she must confront this evil or lose her child.",2018,68,"x10_20","The movie is ""Children of the Corn: Runaway"" filmed in 2018. This is the IMDb summary: The plot of Children of the Corn: Runaway follows a young pregnant Ruth who escapes a murderous child cult in a small Midwestern town. She spends the next decade living anonymously in an attempt to spare her son the horrors that she experienced as a child. She lands in the small Oklahoma town, but something is following her. Now, she must confront this evil or lose her child.","folk horror","slasher","phobia","human","non-human entity","female","androgynous","30-50","under 18","present","small town"
"651","Coven","Oklahoma",2.4,FALSE,"Five undergrad witches come together in order to perform a ritual to invoke the ancient powers of the witch Ashura. The leader of the coven gets carried away and accidentally kills one of the witches during the ritual. She needs the strength of a complete coven to invoke Ashura's powers and sends them out to find a final witch. As she absorbs power the surviving girls' plot to take her down but the possessed witch unleashes hell on campus with only one young witch left to stop her.",2020,88,"over_20","The movie is ""Coven"" filmed in 2020. This is the IMDb summary: Five undergrad witches come together in order to perform a ritual to invoke the ancient powers of the witch Ashura. The leader of the coven gets carried away and accidentally kills one of the witches during the ritual. She needs the strength of a complete coven to invoke Ashura's powers and sends them out to find a final witch. As she absorbs power the surviving girls' plot to take her down but the possessed witch unleashes hell on campus with only one young witch left to stop her.","witches","possession","devils, demons, and hell","human","possessed human","female","female","18-30","18-30","present","big city"
